lat,lon,ur_lat,ur_long,bl_lat,bl_long,ul_lat,ul_long,br_lat,br_long
42.044915764205975,-87.98084837557917,42.04940734062657,-87.97635679915857,42.040424187785376,-87.98533995199978,42.04940734062657,-87.98533995199978,42.040424187785376,-87.97635679915857
42.044915764205975,-87.97186522273797,42.04940734062657,-87.96737364631737,42.040424187785376,-87.97635679915858,42.04940734062657,-87.97635679915858,42.040424187785376,-87.96737364631737
42.044915764205975,-87.96288206989678,42.04940734062657,-87.95839049347617,42.040424187785376,-87.96737364631738,42.04940734062657,-87.96737364631738,42.040424187785376,-87.95839049347617
42.044915764205975,-87.95389891705558,42.04940734062657,-87.94940734063498,42.040424187785376,-87.95839049347619,42.04940734062657,-87.95839049347619,42.040424187785376,-87.94940734063498
42.044915764205975,-87.94491576421439,42.04940734062657,-87.94042418779378,42.040424187785376,-87.94940734063499,42.04940734062657,-87.94940734063499,42.040424187785376,-87.94042418779378
42.044915764205975,-87.93593261137319,42.04940734062657,-87.93144103495258,42.040424187785376,-87.9404241877938,42.04940734062657,-87.9404241877938,42.040424187785376,-87.93144103495258
42.044915764205975,-87.92694945853201,42.04940734062657,-87.9224578821114,42.040424187785376,-87.93144103495261,42.04940734062657,-87.93144103495261,42.040424187785376,-87.9224578821114
42.044915764205975,-87.91796630569081,42.04940734062657,-87.9134747292702,42.040424187785376,-87.92245788211142,42.04940734062657,-87.92245788211142,42.040424187785376,-87.9134747292702
42.044915764205975,-87.90898315284961,42.04940734062657,-87.90449157642901,42.040424187785376,-87.91347472927022,42.04940734062657,-87.91347472927022,42.040424187785376,-87.90449157642901
42.044915764205975,-87.90000000000842,42.04940734062657,-87.89550842358781,42.040424187785376,-87.90449157642902,42.04940734062657,-87.90449157642902,42.040424187785376,-87.89550842358781
42.044915764205975,-87.89101684716722,42.04940734062657,-87.88652527074662,42.040424187785376,-87.89550842358783,42.04940734062657,-87.89550842358783,42.040424187785376,-87.88652527074662
42.044915764205975,-87.88203369432603,42.04940734062657,-87.87754211790542,42.040424187785376,-87.88652527074663,42.04940734062657,-87.88652527074663,42.040424187785376,-87.87754211790542
42.044915764205975,-87.87305054148483,42.04940734062657,-87.86855896506422,42.040424187785376,-87.87754211790543,42.04940734062657,-87.87754211790543,42.040424187785376,-87.86855896506422
42.044915764205975,-87.86406738864363,42.04940734062657,-87.85957581222303,42.040424187785376,-87.86855896506424,42.04940734062657,-87.86855896506424,42.040424187785376,-87.85957581222303
42.044915764205975,-87.85508423580244,42.04940734062657,-87.85059265938183,42.040424187785376,-87.85957581222304,42.04940734062657,-87.85957581222304,42.040424187785376,-87.85059265938183
42.044915764205975,-87.84610108296124,42.04940734062657,-87.84160950654064,42.040424187785376,-87.85059265938185,42.04940734062657,-87.85059265938185,42.040424187785376,-87.84160950654064
42.044915764205975,-87.83711793012004,42.04940734062657,-87.83262635369944,42.040424187785376,-87.84160950654065,42.04940734062657,-87.84160950654065,42.040424187785376,-87.83262635369944
42.044915764205975,-87.82813477727885,42.04940734062657,-87.82364320085824,42.040424187785376,-87.83262635369945,42.04940734062657,-87.83262635369945,42.040424187785376,-87.82364320085824
42.044915764205975,-87.81915162443765,42.04940734062657,-87.81466004801705,42.040424187785376,-87.82364320085826,42.04940734062657,-87.82364320085826,42.040424187785376,-87.81466004801705
42.044915764205975,-87.81016847159647,42.04940734062657,-87.80567689517586,42.040424187785376,-87.81466004801707,42.04940734062657,-87.81466004801707,42.040424187785376,-87.80567689517586
42.044915764205975,-87.80118531875527,42.04940734062657,-87.79669374233467,42.040424187785376,-87.80567689517588,42.04940734062657,-87.80567689517588,42.040424187785376,-87.79669374233467
42.044915764205975,-87.79220216591408,42.04940734062657,-87.78771058949347,42.040424187785376,-87.79669374233468,42.04940734062657,-87.79669374233468,42.040424187785376,-87.78771058949347
42.044915764205975,-87.78321901307288,42.04940734062657,-87.77872743665228,42.040424187785376,-87.78771058949349,42.04940734062657,-87.78771058949349,42.040424187785376,-87.77872743665228
42.044915764205975,-87.77423586023168,42.04940734062657,-87.76974428381108,42.040424187785376,-87.77872743665229,42.04940734062657,-87.77872743665229,42.040424187785376,-87.76974428381108
42.044915764205975,-87.76525270739049,42.04940734062657,-87.76076113096988,42.040424187785376,-87.7697442838111,42.04940734062657,-87.7697442838111,42.040424187785376,-87.76076113096988
42.044915764205975,-87.75626955454929,42.04940734062657,-87.75177797812869,42.040424187785376,-87.7607611309699,42.04940734062657,-87.7607611309699,42.040424187785376,-87.75177797812869
42.044915764205975,-87.7472864017081,42.04940734062657,-87.74279482528749,42.040424187785376,-87.7517779781287,42.04940734062657,-87.7517779781287,42.040424187785376,-87.74279482528749
42.044915764205975,-87.7383032488669,42.04940734062657,-87.7338116724463,42.040424187785376,-87.7427948252875,42.04940734062657,-87.7427948252875,42.040424187785376,-87.7338116724463
42.044915764205975,-87.7293200960257,42.04940734062657,-87.7248285196051,42.040424187785376,-87.73381167244631,42.04940734062657,-87.73381167244631,42.040424187785376,-87.7248285196051
42.044915764205975,-87.7203369431845,42.04940734062657,-87.7158453667639,42.040424187785376,-87.72482851960511,42.04940734062657,-87.72482851960511,42.040424187785376,-87.7158453667639
42.044915764205975,-87.71135379034331,42.04940734062657,-87.7068622139227,42.040424187785376,-87.71584536676392,42.04940734062657,-87.71584536676392,42.040424187785376,-87.7068622139227
42.044915764205975,-87.70237063750213,42.04940734062657,-87.69787906108152,42.040424187785376,-87.70686221392273,42.04940734062657,-87.70686221392273,42.040424187785376,-87.69787906108152
