Indicator,Latitude,Longitude
pharmacy,42.01647714166666666666666667,-87.67575414166666666666666667
restaurant,42.01920542,-87.67741616
place_of_worship,42.01994864,-87.6674236
bank,42.0185682,-87.67627822857142857142857143
library,42.0069709,-87.6731751625
fast_food,42.00771228,-87.6658046
parking,41.69465974,-87.67042892
parking,41.68489877142857142857142857,-87.68140945714285714285714286
place_of_worship,41.679425175,-87.68016861875
school,41.68001461666666666666666667,-87.68014153333333333333333333
parking,41.69441654,-87.67019212
parking,41.69151526,-87.68295682666666666666666667
school,41.68907492857142857142857143,-87.68321202857142857142857143
parking,41.69248715714285714285714286,-87.66999382380952380952380952
parking,41.69250866666666666666666667,-87.6755184
parking,41.69191947,-87.66757195
school,41.69182343125,-87.6657272625
parking,41.69236456,-87.66838068
parking,41.69154823846153846153846154,-87.66714710769230769230769231
parking,41.69114536666666666666666667,-87.66922803333333333333333333
school,41.68869432857142857142857143,-87.66942902857142857142857143
parking,41.69351382222222222222222222,-87.66604341111111111111111111
place_of_worship,41.70688963333333333333333333,-87.66644585
school,41.709479025,-87.6692931625
place_of_worship,41.69377308,-87.67800888
place_of_worship,41.70605908333333333333333333,-87.684377175
school,41.69341801428571428571428571,-87.6802747
parking,41.70895277647058823529411765,-87.66932627058823529411764706
place_of_worship,41.70255816,-87.67871631
school,41.72040222,-87.66597936
place_of_worship,41.72438029375,-87.670176175
school,41.725549875,-87.676870625
school,41.72534892857142857142857143,-87.67506731428571428571428571
parking,41.73187362,-87.68090350285714285714285714
place_of_worship,41.72259818095238095238095238,-87.67896290952380952380952381
place_of_worship,41.690135175,-87.65722671875
place_of_worship,41.69118554444444444444444444,-87.64984694444444444444444444
place_of_worship,41.69159433,-87.66328718
place_of_worship,41.69155577692307692307692308,-87.65669210769230769230769231
pharmacy,41.6848261,-87.64331182
place_of_worship,41.6767569875,-87.66025455625
place_of_worship,41.69113390517241379310344828,-87.65235700862068965517241379
place_of_worship,41.68104185384615384615384615,-87.65257437692307692307692308
place_of_worship,41.69200502857142857142857143,-87.65422695714285714285714286
place_of_worship,41.68462528,-87.65585837
place_of_worship,41.68962419523809523809523810,-87.65874714761904761904761905
place_of_worship,41.68452626,-87.6612694
place_of_worship,41.68958574615384615384615385,-87.66389904615384615384615385
place_of_worship,41.67796495714285714285714286,-87.64655248571428571428571429
library,41.67800546666666666666666667,-87.64319107777777777777777778
fuel,41.69231304,-87.66151978
fuel,41.6924302,-87.65240616
place_of_worship,41.69613978,-87.64291504
place_of_worship,41.69332040769230769230769231,-87.66142898461538461538461538
fast_food,41.69264918,-87.6428375
place_of_worship,41.69790192,-87.65338452
place_of_worship,41.6937284,-87.66140337142857142857142857
fire_station,41.70476061428571428571428571,-87.65707284285714285714285714
fuel,41.70668976,-87.64972704
nursing_home,41.72191261612903225806451613,-87.64860842580645161290322581
place_of_worship,41.72335724117647058823529412,-87.66197562352941176470588235
school,41.72224921111111111111111111,-87.65067416666666666666666667
fuel,41.72160668,-87.6631983
pharmacy,41.72056452352941176470588235,-87.66361352352941176470588235
fast_food,41.72010342666666666666666667,-87.64364160666666666666666667
fuel,41.71546551176470588235294118,-87.64264588235294117647058824
fuel,41.71536862,-87.64331984
place_of_worship,41.72084317916666666666666667,-87.66184567916666666666666667
library,41.72096338039215686274509804,-87.6428995
library,41.73249468,-87.65776794
pharmacy,41.73665518125,-87.663394425
fuel,41.73632272,-87.64890154
school,41.91999227142857142857142857,-87.73072408571428571428571429
fuel,41.73045488,-87.66316306
fuel,41.73612264,-87.66281942
school,41.92709743333333333333333333,-87.73588901666666666666666667
fuel,41.73609448,-87.6578627
fuel,41.73911221666666666666666667,-87.66347271666666666666666667
restaurant,41.75075074615384615384615385,-87.65356477692307692307692308
pharmacy,41.75025987272727272727272727,-87.65448001818181818181818182
fast_food,41.75076268571428571428571429,-87.65897682857142857142857143
place_of_worship,41.75882871764705882352941176,-87.66130434705882352941176471
fast_food,41.75542607777777777777777778,-87.65362646666666666666666667
place_of_worship,41.75483228,-87.6445533
place_of_worship,41.75309131538461538461538462,-87.65427412307692307692307692
police,41.75185113333333333333333333,-87.64447244444444444444444444
place_of_worship,41.751615992,-87.654675172
pharmacy,41.75088764,-87.64480085
school,41.75041614761904761904761905,-87.64708276666666666666666667
pharmacy,41.74792237692307692307692308,-87.6630077
restaurant,41.74726136,-87.64438206
bank,41.75046644,-87.64498098
fuel,41.74563042857142857142857143,-87.6443473
variety_store,41.74474974285714285714285714,-87.65323895714285714285714286
fast_food,41.74270913333333333333333333,-87.66354844444444444444444444
fast_food,41.74249380769230769230769231,-87.66278717692307692307692308
library,41.75733344,-87.65441526
fuel,41.74665458,-87.6538957
fuel,41.74548382,-87.64415186
fuel,41.7557674,-87.64442955
fuel,41.74359974444444444444444444,-87.64348866666666666666666667
social_facility,41.76889237894736842105263158,-87.66084103684210526315789474
place_of_worship,41.76881557,-87.66176561
place_of_worship,41.75968015555555555555555556,-87.66272344444444444444444444
place_of_worship,41.77202564444444444444444444,-87.65343192222222222222222222
place_of_worship,41.77126228571428571428571429,-87.6545236
place_of_worship,41.7690585,-87.65463803571428571428571429
fast_food,41.76854668,-87.6447871
place_of_worship,41.76672035,-87.64231904
place_of_worship,41.78344112,-87.65017123
place_of_worship,41.78717282222222222222222222,-87.65017773333333333333333333
place_of_worship,41.77992816,-87.65109836
place_of_worship,41.78666051428571428571428571,-87.65143522857142857142857143
place_of_worship,41.78674678,-87.65192138
place_of_worship,41.78667048333333333333333333,-87.6520123
place_of_worship,41.78717286666666666666666667,-87.65262431111111111111111111
place_of_worship,41.78344446,-87.65319098
place_of_worship,41.78710346923076923076923077,-87.65387922307692307692307692
place_of_worship,41.78737902222222222222222222,-87.64398846666666666666666667
fuel,41.78724358,-87.64533198
place_of_worship,41.78490231111111111111111111,-87.64272105555555555555555556
school,41.78467696666666666666666667,-87.65495111111111111111111111
place_of_worship,41.7815881,-87.65178167142857142857142857
place_of_worship,41.78126361111111111111111111,-87.65295198888888888888888889
place_of_worship,41.7814260,-87.64798442
bank,41.77936588,-87.64555434
police,41.77980376666666666666666667,-87.66012781666666666666666667
fuel,41.78676196,-87.6495756
fuel,41.77944408,-87.6542220
parking,41.96153118,-87.69185328
parking,41.96101749230769230769230769,-87.69291384615384615384615385
police,41.77913949545454545454545455,-87.70876695909090909090909091
fuel,41.78631914,-87.7154350
fuel,41.77849096,-87.72074746
bank,41.78182288888888888888888889,-87.72243827777777777777777778
bank,41.78075320833333333333333333,-87.72250615833333333333333333
fuel,41.78567768,-87.72269202
pharmacy,41.78616831666666666666666667,-87.72333826666666666666666667
place_of_worship,41.78978508461538461538461538,-87.72592741538461538461538462
BMO Harris Bank,41.77654944,-87.7231218
place_of_worship,41.77663636666666666666666667,-87.7235061
library,41.77887428,-87.72365994
school,41.80745571428571428571428571,-87.66089049523809523809523810
fuel,41.79371118,-87.64577492
library,41.79482448461538461538461538,-87.65517893076923076923076923
place_of_worship,41.79354888461538461538461538,-87.64717586153846153846153846
fuel,41.80130472,-87.6451018
fast_food,41.80907415294117647058823529,-87.66232713529411764705882353
fuel,41.81589714,-87.6435978
place_of_worship,41.81467217142857142857142857,-87.64359544285714285714285714
pharmacy,41.80859255294117647058823529,-87.64623285882352941176470588
library,41.81644084444444444444444444,-87.64259212222222222222222222
fuel,41.82376324736842105263157895,-87.65007918421052631578947368
place_of_worship,41.812117025,-87.6415795625
post_office,41.81979182727272727272727273,-87.64535108181818181818181818
library,41.83265666153846153846153846,-87.64637737692307692307692308
fire_station,41.83051684444444444444444444,-87.6421747
arts_centre,41.83019897272727272727272727,-87.65231775454545454545454545
place_of_worship,41.83576145384615384615384615,-87.65242623846153846153846154
place_of_worship,41.837742075,-87.6531205125
community_center,41.83229386666666666666666667,-87.64519178333333333333333333
bar,41.82716727777777777777777778,-87.64638448888888888888888889
place_of_worship,41.82674620571428571428571429,-87.64323046285714285714285714
place_of_worship,41.83821488,-87.64716846
place_of_worship,41.9947413,-87.66577815555555555555555556
place_of_worship,41.99102935,-87.66786082142857142857142857
school,42.00250612,-87.66878098
parking,42.00349820833333333333333333,-87.67998729166666666666666667
place_of_worship,41.99016041428571428571428571,-87.66188352142857142857142857
school,42.0041207,-87.66868065714285714285714286
school,42.00951757142857142857142857,-87.66915501428571428571428571
school,42.02048553846153846153846154,-87.67157908461538461538461538
parking,42.0204233,-87.6722577
parking,42.0201868,-87.67141714545454545454545455
fuel,42.02080588,-87.67689796
parking,42.01848683333333333333333333,-87.66628781333333333333333333
fire_station,41.84558599411764705882352941,-87.65631114117647058823529412
theatre,41.85776885172413793103448276,-87.65736108965517241379310345
fast_food,41.85671138,-87.66173234
pub,41.8535896,-87.64620013333333333333333333
bus_station,41.84679566,-87.64805588
restaurant,41.8444136,-87.66014907
library,41.85755102727272727272727273,-87.66103360909090909090909091
place_of_worship,41.84248063333333333333333333,-87.65274577083333333333333333
fuel,41.84726398,-87.64585524
school,41.80865326,-87.74707422
school,41.80997682,-87.6690645
school,41.80976058,-87.67199374
school,41.80752522,-87.66098858
school,41.80730056,-87.6730736
school,41.8076113,-87.66586826
fire_station,41.86451937333333333333333333,-87.65595716666666666666666667
place_of_worship,41.85820302,-87.65745205333333333333333333
bar,41.86915618888888888888888889,-87.65890071111111111111111111
atm,41.85839109090909090909090909,-87.66041734545454545454545455
fast_food,41.8584530,-87.66101000909090909090909091
police,41.86442222222222222222222222,-87.65066493333333333333333333
toilets,41.85881976666666666666666667,-87.64255077777777777777777778
police,41.87834694,-87.66068298
post_office,41.8852663,-87.64177353333333333333333333
fuel,41.8775037,-87.65232222857142857142857143
bank,41.88144899230769230769230769,-87.65740423846153846153846154
doctors,41.8859010,-87.65796184
restaurant,41.8795006125,-87.6477255375
restaurant,41.89081616,-87.65989638
restaurant,41.8793655,-87.64767853333333333333333333
bank,41.88495480952380952380952381,-87.65238633809523809523809524
restaurant,41.8787336,-87.64763953333333333333333333
restaurant,41.8784917,-87.6476385
bar,41.89014486,-87.65496646
restaurant,41.89012374,-87.6577142
fast_food,41.88546426,-87.64397846
restaurant,41.88710295714285714285714286,-87.64602242857142857142857143
cafe,41.88654102,-87.64848382
fuel,41.87679502,-87.65679526
cafe,41.88547214,-87.64196976
school,41.87957685714285714285714286,-87.65893045714285714285714286
parking,41.87818647692307692307692308,-87.65135903076923076923076923
parking,41.8794342875,-87.6584236875
place_of_worship,41.87866999,-87.6662783
parking,41.879536925,-87.67838861666666666666666667
school,41.879508675,-87.6807610
school,41.8790232,-87.67850908
school,41.8650533,-87.65364662
parking,41.86487805555555555555555556,-87.65323272222222222222222222
school,41.87112842,-87.65368882
school,41.84234044285714285714285714,-87.65222997142857142857142857
school,41.83828158,-87.65410964
fire_station,41.89598945384615384615384615,-87.65621478461538461538461538
fire_station,41.90394568,-87.64295842
cafe,41.89086011,-87.65833287
place_of_worship,41.89228676388888888888888889,-87.66050085833333333333333333
parking,41.89709334375,-87.6424809875
bank,41.89546128333333333333333333,-87.65380324444444444444444444
restaurant,41.89559739090909090909090909,-87.65488917272727272727272727
pharmacy,41.89603356666666666666666667,-87.65410488888888888888888889
cafe,41.89643793333333333333333333,-87.65541313333333333333333333
place_of_worship,41.89685191333333333333333333,-87.65316300666666666666666667
veterinary,41.89652333333333333333333333,-87.65211257777777777777777778
place_of_worship,41.78054093333333333333333333,-87.73351551666666666666666667
parking,41.77647092,-87.72356524
school,41.77589078571428571428571429,-87.73439195714285714285714286
parking,41.77636838571428571428571429,-87.73459294285714285714285714
parking,41.8931090,-87.643807348
parking,41.89384331,-87.64477907
school,41.90537878461538461538461538,-87.6449690
fire_station,41.91795401428571428571428571,-87.64399185714285714285714286
restaurant,41.9178922,-87.65424242
place_of_worship,41.91771943333333333333333333,-87.6546925
restaurant,41.91820861,-87.65595037
bar,41.91048314,-87.6610166
cafe,41.90890466,-87.65206448
fast_food,41.91021588333333333333333333,-87.66157356666666666666666667
nightclub,41.90938356666666666666666667,-87.65251362222222222222222222
restaurant,41.91047236666666666666666667,-87.64363386666666666666666667
place_of_worship,41.91235645789473684210526316,-87.64064653157894736842105263
place_of_worship,41.91974743333333333333333333,-87.65132262380952380952380952
pub,41.92320511666666666666666667,-87.6451847
cafe,41.9231254625,-87.6458557
restaurant,41.9234866,-87.64662836666666666666666667
restaurant,41.92345414444444444444444444,-87.64553124444444444444444444
theatre,41.91116881111111111111111111,-87.64801168888888888888888889
restaurant,41.910631525,-87.65041498333333333333333333
bank,41.91795084,-87.65233223
bank,41.90992350714285714285714286,-87.64782503571428571428571429
restaurant,41.9102842,-87.64903442
school,41.8938614,-87.65878384
parking,41.89261288333333333333333333,-87.6723568
school,41.89971072,-87.68129792
school,41.89900438,-87.66885504
school,41.89272428571428571428571429,-87.67366164285714285714285714
school,41.90804313571428571428571429,-87.66460190714285714285714286
school,41.89153572,-87.6648533
parking,41.87676452,-87.68168196
school,41.87672754,-87.68285864
fire_station,41.93208490769230769230769231,-87.64939060769230769230769231
parking,41.92432932777777777777777778,-87.64762000555555555555555556
parking,41.92466524,-87.6576276
place_of_worship,41.92595834583333333333333333,-87.64427640416666666666666667
pub,41.92657787777777777777777778,-87.64150001111111111111111111
bar,41.92684202,-87.64859102
restaurant,41.92697313809523809523809524,-87.64846494523809523809523810
place_of_worship,41.9283094,-87.64612577560975609756097561
clinic,41.92842614615384615384615385,-87.6415041
bar,41.92870604,-87.64925226
restaurant,41.9289580,-87.6491188
fast_food,41.93015588571428571428571429,-87.6438411
pub,41.93037354444444444444444444,-87.64405482222222222222222222
fast_food,41.93075691538461538461538462,-87.64346360769230769230769231
post_office,41.93100945,-87.64369085
place_of_worship,41.93112121578947368421052632,-87.64073916842105263157894737
place_of_worship,41.93105225263157894736842105,-87.65343998421052631578947368
pub,41.93191505555555555555555556,-87.65716063333333333333333333
place_of_worship,41.93242235454545454545454545,-87.65241163636363636363636364
bar,41.93195742857142857142857143,-87.65745407142857142857142857
place_of_worship,41.92594513076923076923076923,-87.64269246153846153846153846
bar,41.92926548333333333333333333,-87.64751175
cafe,41.92570106363636363636363636,-87.64791409090909090909090909
bank,41.92594178,-87.64851694
library,41.92551398888888888888888889,-87.65807043333333333333333333
fuel,41.93288976,-87.65821672
cafe,41.93967476153846153846153846,-87.65731803076923076923076923
fuel,41.94010391111111111111111111,-87.65934057777777777777777778
pub,41.93633744,-87.6614165
restaurant,41.93311455,-87.64927903333333333333333333
pharmacy,41.93337788333333333333333333,-87.64503948333333333333333333
restaurant,41.93865334444444444444444444,-87.64491972222222222222222222
theatre,41.93949362,-87.6537843
place_of_worship,41.93812354615384615384615385,-87.64650817692307692307692308
place_of_worship,41.94028126666666666666666667,-87.64707777777777777777777778
library,41.94031017777777777777777778,-87.64625505555555555555555556
place_of_worship,41.95134294545454545454545455,-87.64799734545454545454545455
fire_station,41.94922490909090909090909091,-87.65654369090909090909090909
restaurant,41.95433055,-87.65531461666666666666666667
place_of_worship,41.94341937777777777777777778,-87.65518967777777777777777778
parking,41.94655681818181818181818182,-87.65831610909090909090909091
place_of_worship,41.94741386666666666666666667,-87.66014071111111111111111111
pharmacy,41.94034691111111111111111111,-87.64419218888888888888888889
pub,41.94162463548387096774193548,-87.65450753225806451612903226
place_of_worship,41.94188114615384615384615385,-87.65626836923076923076923077
restaurant,41.94401473333333333333333333,-87.6491487
restaurant,41.94516078,-87.65464982
restaurant,41.94522476,-87.65464632
place_of_worship,41.94631213181818181818181818,-87.64254162272727272727272727
pharmacy,41.94857596,-87.64838296
fuel,41.94709486,-87.64983376
place_of_worship,41.94207088181818181818181818,-87.65083100909090909090909091
cafe,41.9521807,-87.64169531111111111111111111
fuel,41.95425002,-87.65092508
parking,41.94052966666666666666666667,-87.64252556666666666666666667
parking,41.86830478333333333333333333,-87.65470694166666666666666667
parking,41.86662018,-87.6530737
parking,41.86649966363636363636363636,-87.65721045454545454545454545
school,41.86839741666666666666666667,-87.65331876666666666666666667
place_of_worship,41.92480877272727272727272727,-87.64595804545454545454545455
school,41.91893238,-87.64680048
school,41.92835902,-87.64680848
school,41.91906742222222222222222222,-87.64574774444444444444444444
school,41.96003378,-87.64923146
fire_station,41.96561696923076923076923077,-87.65996151538461538461538462
fuel,41.97173078,-87.66004512
fuel,41.9687140,-87.64985988
place_of_worship,41.96521214,-87.6552443
place_of_worship,41.96700237894736842105263158,-87.65933641052631578947368421
place_of_worship,41.95872930869565217391304348,-87.65516270869565217391304348
fast_food,41.96574471333333333333333333,-87.65524938666666666666666667
restaurant,41.96846256666666666666666667,-87.66008157777777777777777778
car_wash,41.97175695,-87.660268235
restaurant,41.97229986666666666666666667,-87.65912015
place_of_worship,41.96885682,-87.6539492
parking,41.96681123846153846153846154,-87.65036737692307692307692308
library,41.95824793913043478260869565,-87.65424404347826086956521739
fuel,41.97593341666666666666666667,-87.66037728333333333333333333
fuel,41.97600461428571428571428571,-87.6602029
place_of_worship,41.97411358666666666666666667,-87.6560373
fast_food,41.97612768461538461538461538,-87.65537263846153846153846154
cafe,41.9756229,-87.66028611428571428571428571
place_of_worship,41.97791747222222222222222222,-87.6560977
restaurant,41.97988078421052631578947368,-87.65537022631578947368421053
place_of_worship,41.98019573636363636363636364,-87.6608253
pub,41.9801494875,-87.6597012375
place_of_worship,41.98198831875,-87.66068128125
place_of_worship,41.98396753703703703703703704,-87.65625387037037037037037037
pharmacy,41.984264475,-87.66055640833333333333333333
fuel,41.98571842380952380952380952,-87.65968638571428571428571429
library,42.00072121785714285714285714,-87.65682280714285714285714286
pharmacy,41.99385218888888888888888889,-87.66090004444444444444444444
fast_food,41.99559068571428571428571429,-87.65989922857142857142857143
place_of_worship,41.9961445625,-87.6600772375
fast_food,41.99764254,-87.66086164
place_of_worship,41.99952708208955223880597015,-87.65639870895522388059701493
parking,41.99887588518518518518518519,-87.65890914444444444444444444
cafe,41.99528124,-87.65482924
toilets,42.00977166,-87.65948774
restaurant,42.0106572,-87.66022275
place_of_worship,41.66727728181818181818181818,-87.64125737272727272727272727
place_of_worship,41.66091537272727272727272727,-87.63809340909090909090909091
fuel,41.66356148,-87.62659202
place_of_worship,41.66364014285714285714285714,-87.62415694285714285714285714
place_of_worship,41.66360243076923076923076923,-87.62453433846153846153846154
fast_food,41.69235247142857142857142857,-87.62259075714285714285714286
place_of_worship,41.68788946,-87.64188162
fast_food,41.6871632,-87.64254836
fast_food,41.68661578235294117647058824,-87.64191495294117647058823529
fast_food,41.68544024615384615384615385,-87.64178286923076923076923077
fuel,41.6847657,-87.6426672
fuel,41.6847177,-87.64159012
fast_food,41.68431071111111111111111111,-87.64179915555555555555555556
bank,41.68126837692307692307692308,-87.64159703076923076923076923
fast_food,41.6782182,-87.62296355555555555555555556
fuel,41.67621414444444444444444444,-87.64157368888888888888888889
place_of_worship,41.67590331428571428571428571,-87.63422954285714285714285714
place_of_worship,41.69190725333333333333333333,-87.62550486666666666666666667
fuel,41.69233306,-87.62342346
fast_food,41.68216122941176470588235294,-87.64163883529411764705882353
fuel,41.68479424,-87.64187274
pharmacy,41.70693563,-87.62137012
bank,41.70215366785714285714285714,-87.64237145357142857142857143
place_of_worship,41.6996871,-87.62134725
fuel,41.69288732222222222222222222,-87.62346285555555555555555556
fuel,41.69252928,-87.64151082
post_office,41.69344002857142857142857143,-87.62281128571428571428571429
fuel,41.70728656,-87.62877726
parking,42.01414868571428571428571429,-87.67531934285714285714285714
school,42.0136038,-87.67534966
fast_food,41.72198010588235294117647059,-87.62566247647058823529411765
place_of_worship,41.72205997173913043478260870,-87.63425930869565217391304348
social_facility,41.72104886,-87.62181522
fuel,41.72275304,-87.6234653
restaurant,41.7364359,-87.62881448
fast_food,41.73673845454545454545454545,-87.62316603636363636363636364
fast_food,41.73605571764705882352941176,-87.62291876470588235294117647
place_of_worship,41.73655496,-87.63731654
bank,41.73656414444444444444444444,-87.6257699
place_of_worship,41.7357612,-87.62394456
cinema,41.73929944444444444444444444,-87.63046591851851851851851852
fuel,41.7365688,-87.62384416
bank,41.73578186,-87.63043662
fuel,41.73598712,-87.62393802
pharmacy,41.75732661071428571428571429,-87.62428684285714285714285714
place_of_worship,41.74753857777777777777777778,-87.62849123333333333333333333
fast_food,41.75069054444444444444444444,-87.62982797777777777777777778
fuel,41.75071086666666666666666667,-87.62616322222222222222222222
fast_food,41.75120272,-87.62679794
fast_food,41.75796822222222222222222222,-87.62748243333333333333333333
fuel,41.75666758,-87.6243268
fuel,41.75612246,-87.62426062
fuel,41.75603726666666666666666667,-87.63268318333333333333333333
fast_food,41.75518604545454545454545455,-87.63220139090909090909090909
bank,41.75234108461538461538461538,-87.62429342307692307692307692
fuel,41.75132931111111111111111111,-87.62411724444444444444444444
place_of_worship,41.74469692307692307692307692,-87.62417106153846153846153846
fuel,41.74384678,-87.62397572
fast_food,41.75792940666666666666666667,-87.62688402
school,41.9889408,-87.65863238
variety_store,41.7652623,-87.62274472
place_of_worship,41.77351319473684210526315789,-87.63449622631578947368421053
place_of_worship,41.77288173076923076923076923,-87.6328977
fuel,41.77287698,-87.62958494
fuel,41.77303076,-87.62483656
place_of_worship,41.77186306666666666666666667,-87.63531854444444444444444444
fast_food,41.76850257692307692307692308,-87.62703522307692307692307692
place_of_worship,41.765229695,-87.63069597
social_facility,41.76096188461538461538461538,-87.63125390769230769230769231
fuel,41.76522155,-87.62856456666666666666666667
fire_station,41.78711603793103448275862069,-87.62636767931034482758620690
place_of_worship,41.78403239230769230769230769,-87.62174974615384615384615385
fuel,41.77963587777777777777777778,-87.63225657777777777777777778
place_of_worship,41.78058061111111111111111111,-87.63528985925925925925925926
place_of_worship,41.78900784,-87.62523456
place_of_worship,41.78846425714285714285714286,-87.63010872857142857142857143
place_of_worship,41.78747280666666666666666667,-87.63330187
place_of_worship,41.78767058,-87.62523934
place_of_worship,41.78663798,-87.62583556
fast_food,41.78764376,-87.62596196
place_of_worship,41.78424368888888888888888889,-87.63300823333333333333333333
place_of_worship,41.78349434545454545454545455,-87.62165468181818181818181818
school,41.78198084705882352941176471,-87.63404829411764705882352941
place_of_worship,41.77784078571428571428571429,-87.63544187142857142857142857
place_of_worship,41.77712923157894736842105263,-87.63384346315789473684210526
pharmacy,41.78015212,-87.64178254
library,41.78199012307692307692307692,-87.63728957692307692307692308
fuel,41.78022454,-87.62989336
parking,41.99565873333333333333333333,-87.68401228888888888888888889
university,41.99971087349397590361445783,-87.65715935662650602409638554
library,41.80718962592592592592592593,-87.62228224074074074074074074
fuel,41.79480765294117647058823529,-87.63208022352941176470588235
fuel,41.7938751,-87.63213278888888888888888889
fuel,41.79471615714285714285714286,-87.63337984285714285714285714
fuel,41.79488444,-87.62367398
fast_food,41.79491385384615384615384615,-87.63027641538461538461538462
fast_food,41.79406578,-87.6251902
fast_food,41.79501326153846153846153846,-87.62304116923076923076923077
fast_food,41.79529994,-87.63017832
school,41.79589212307692307692307692,-87.62639803846153846153846154
school,41.8047511125,-87.62533597321428571428571429
police,41.80118235925925925925925926,-87.63010155555555555555555556
college,41.82266534,-87.6260426
b,41.80932185555555555555555556,-87.63314851111111111111111111
restaurant,41.82407774,-87.6227055
fuel,41.81666888,-87.63152878
fuel,41.8161897,-87.62671241818181818181818182
fuel,41.81610986,-87.63145668
cafe,41.82386277777777777777777778,-87.63826331111111111111111111
place_of_worship,41.81142557647058823529411765,-87.63298242352941176470588235
fast_food,41.82375334,-87.64075414
restaurant,41.81645676,-87.64069444
fuel,41.80912582,-87.62327216
library,41.82805467142857142857142857,-87.62613202857142857142857143
fuel,41.8379310,-87.63933526
police,41.83025116,-87.6239212
fast_food,41.83082708,-87.62113674
place_of_worship,41.83976743529411764705882353,-87.62550487647058823529411765
nursing_home,41.83231555217391304347826087,-87.62218799130434782608695652
place_of_worship,41.83052594285714285714285714,-87.62221201428571428571428571
social_facility,41.8266804625,-87.6219737875
fast_food,41.83097681428571428571428571,-87.6390000
place_of_worship,41.8362492,-87.6244021
parking,41.8383323,-87.64065972
fast_food,41.85034918181818181818181818,-87.6240740
place_of_worship,41.84541031428571428571428571,-87.62290767142857142857142857
fast_food,41.85310808571428571428571429,-87.6259867
place_of_worship,41.85162947272727272727272727,-87.6326257
restaurant,41.849070016,-87.640756188
place_of_worship,41.8490554,-87.62503408
school,41.85072716,-87.63390765
parking,41.84533874285714285714285714,-87.62091917142857142857142857
school,41.84261462857142857142857143,-87.62433545714285714285714286
social_facility,41.84335073846153846153846154,-87.63601673076923076923076923
fuel,41.84568654,-87.63856442
post_office,41.85463815833333333333333333,-87.62670974166666666666666667
place_of_worship,41.85573443636363636363636364,-87.62440527272727272727272727
restaurant,41.86759142222222222222222222,-87.63899841111111111111111111
place_of_worship,41.86256527368421052631578947,-87.62536003421052631578947368
fast_food,41.8604238,-87.62374052
bank,41.85798513846153846153846154,-87.62998022307692307692307692
bank,41.86751426,-87.63872262
toilets,41.86902612,-87.6200727
car_wash,41.86668972,-87.6253259
toilets,41.87297688,-87.62141926
fountain,41.86868192105263157894736842,-87.62378939473684210526315789
police,41.85858579411764705882352941,-87.62786947058823529411764706
parking,41.99952639230769230769230769,-87.67254156923076923076923077
hospital,41.8464816,-87.62255521428571428571428571
parking,42.01365056666666666666666667,-87.66253726666666666666666667
parking,41.86473259230769230769230769,-87.65853188461538461538461538
parking,41.86582844545454545454545455,-87.65153389090909090909090909
university,41.87088942473118279569892473,-87.65001703870967741935483871
parking,41.86788663333333333333333333,-87.63965224444444444444444444
parking,41.86917441,-87.64301946
theatre,41.87882106,-87.62005338
restaurant,41.89036294285714285714285714,-87.63366858571428571428571429
fountain,41.87879085454545454545454545,-87.62339549090909090909090909
parking,41.8912907,-87.63359715714285714285714286
fuel,41.8934410,-87.63217164
restaurant,41.89539076666666666666666667,-87.63548547777777777777777778
fast_food,41.89300252,-87.63392216
embassy,41.89431804,-87.63158851
fuel,41.896258975,-87.6345593
bank,41.89215081428571428571428571,-87.62365908571428571428571429
restaurant,41.89280621428571428571428571,-87.63445304285714285714285714
restaurant,41.89423058,-87.63205392
bar,41.89194671666666666666666667,-87.63144038333333333333333333
restaurant,41.894168725,-87.6344429875
place_of_worship,41.90117138235294117647058824,-87.63224781176470588235294118
pub,41.90176052142857142857142857,-87.62778432857142857142857143
place_of_worship,41.90228006153846153846153846,-87.6368967
restaurant,41.90258375,-87.62881839
place_of_worship,41.90287247619047619047619048,-87.63244737619047619047619048
place_of_worship,41.90295684285714285714285714,-87.63331382857142857142857143
pharmacy,41.90411455882352941176470588,-87.63030498823529411764705882
parking,41.90439273846153846153846154,-87.62820756153846153846153846
place_of_worship,41.90503422222222222222222222,-87.63041938888888888888888889
bar,41.90507813333333333333333333,-87.6348510
restaurant,41.90526073333333333333333333,-87.63484197777777777777777778
restaurant,41.90539995,-87.63484303
place_of_worship,41.90593091666666666666666667,-87.63258158333333333333333333
place_of_worship,41.89890125714285714285714286,-87.6288252
bar,41.90180008,-87.62760236
parking,41.89774784,-87.63466494
bank,41.90376524,-87.62962325
restaurant,41.9017834375,-87.6274624125
restaurant,41.89364412,-87.62178596
veterinary,41.90362508,-87.63568012
restaurant,41.90399368,-87.63616126
parking,41.89625852142857142857142857,-87.63030907142857142857142857
fuel,41.89681564,-87.63755466
school,41.89792738,-87.63841458
restaurant,41.89215616,-87.62630744
restaurant,41.8909022,-87.63581048571428571428571429
parking,41.89202531666666666666666667,-87.62202958333333333333333333
place_of_worship,41.90353667777777777777777778,-87.62613237777777777777777778
pub,41.894618025,-87.6373772375
restaurant,41.89576878888888888888888889,-87.6294554
restaurant,41.89682837777777777777777778,-87.63009022222222222222222222
arts_centre,41.89755892,-87.63694128
car_wash,41.89877214,-87.63691744
place_of_worship,41.89948262222222222222222222,-87.63761731111111111111111111
pub,41.89182667272727272727272727,-87.63146015454545454545454545
